1743369640222,0.104004,-0.309387,0.088928,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640223,0.104004,-0.309387,0.088928,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640224,0.104004,-0.309387,0.088928,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640226,0.104004,-0.309387,0.088928,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640228,0.104004,-0.309387,0.088928,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640239,0.104004,-0.309387,0.088928,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640241,0.104004,-0.309387,0.088928,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640267,0.104004,-0.309387,0.088928,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640271,0.104004,-0.309387,0.088928,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640310,0.104004,-0.309387,0.088928,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640311,0.104004,-0.309387,0.088928,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640315,0.104004,-0.309387,0.088928,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640318,0.104004,-0.309387,0.088928,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640319,0.104004,-0.309387,0.088928,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640322,0.104004,-0.309387,0.088928,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640323,0.104004,-0.309387,0.088928,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640324,0.104004,-0.309387,0.088928,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640325,0.104004,-0.309387,0.088928,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640326,0.104004,-0.309387,0.088928,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640327,0.104004,-0.309387,0.088928,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640328,0.104004,-0.309387,0.088928,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640329,0.104004,-0.309387,0.088928,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640330,0.104004,-0.309387,0.088928,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640330,0.104004,-0.309387,0.088928,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640331,0.104004,-0.309387,0.088928,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640332,0.104004,-0.309387,0.088928,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640332,0.104004,-0.309387,0.088928,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640335,0.104004,-0.309387,0.088928,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640339,0.104065,-0.309387,0.088928,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640376,0.104065,-0.309387,0.088928,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640378,0.104065,-0.309387,0.088928,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640379,0.104065,-0.309387,0.088928,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640380,0.104065,-0.309387,0.088928,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640381,0.104065,-0.309387,0.088928,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640383,0.104065,-0.309387,0.088928,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640384,0.104065,-0.309387,0.088928,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640385,0.104065,-0.309387,0.088928,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640385,0.104065,-0.309387,0.088928,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640389,0.104065,-0.309387,0.088928,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640394,0.104065,-0.309387,0.088928,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640399,0.104065,-0.309387,0.088928,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640404,0.104065,-0.309387,0.088928,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640410,0.104065,-0.309387,0.088928,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640415,0.104065,-0.309387,0.088928,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640449,0.104065,-0.309387,0.088928,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640450,0.104065,-0.309387,0.088928,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640452,0.104065,-0.309387,0.088928,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640453,0.104065,-0.309387,0.088989,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640469,0.104126,-0.309387,0.088989,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640542,0.104126,-0.309387,0.088989,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640543,0.104126,-0.309387,0.088989,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640545,0.104126,-0.309387,0.088989,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640545,0.104126,-0.309387,0.088989,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640546,0.104126,-0.309387,0.088989,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640547,0.104126,-0.309387,0.088989,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640553,0.104126,-0.309387,0.088989,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640554,0.104126,-0.309387,0.088989,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640555,0.104126,-0.309387,0.088989,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640590,0.104126,-0.309387,0.088989,0.941040,0.000000,0.000000,0.000000,0.000000
1743369640591,0.104126,-0.309387,0.088989,0.941040,0.000000,0.000000,0.000000,0.000000
